Subject Id,Term Code,Subject Enrollment Number
10.01,2017FA,16.00
10.03,2017FA,3.00
11.962,2017FA,4.00
11.A11,2017FA,5.00
11.A14,2017FA,8.00
11.NIV,2017FA,7.00
11.S938,2017FA,15.00
11.S940,2017FA,9.00
11.S941,2017FA,6.00
11.S942,2017FA,15.00
11.S950,2017FA,8.00
11.S951,2017FA,7.00
2.013,2017FA,28.00
2.016,2017FA,13.00
2.02A,2017FA,15.00
2.03,2017FA,28.00
2.031,2017FA,6.00
3.371,2017FA,12.00
3.42,2017FA,9.00
3.43,2017FA,1.00
3.44,2017FA,21.00
3.45,2017FA,9.00
3.560,2017FA,7.00
3.69,2017FA,6.00
3.691,2017FA,11.00
3.692,2017FA,1.00
6.0002,2017FA,110.00
6.002,2017FA,61.00
6.003,2017FA,57.00
10.10,2017FA,28.00
10.28,2017FA,16.00
10.291,2017FA,5.00
10.302,2017FA,53.00
10.34,2017FA,41.00
10.391,2017FA,2.00
10.40,2017FA,44.00
10.437,2017FA,3.00
10.466,2017FA,2.00
10.467,2017FA,12.00
10.490,2017FA,52.00
10.492,2017FA,43.00
11.S966,2017FA,16.00
11.S967,2017FA,26.00
15.284,2017FA,44.00
15.301,2017FA,9.00
15.307,2017FA,25.00
15.310,2017FA,38.00
15.311,2017FA,410.00
15.312,2017FA,17.00
15.318,2017FA,32.00
15.321,2017FA,35.00
15.322,2017FA,110.00
16.66,2017FA,9.00
16.662,2017FA,5.00
16.667,2017FA,2.00
16.682,2017FA,1.00
16.683,2017FA,1.00
16.71,2017FA,10.00
16.715,2017FA,20.00
16.781,2017FA,8.00
16.82,2017FA,38.00
16.842,2017FA,31.00
20.380,2017FA,15.00
20.405,2017FA,16.00
20.410,2017FA,2.00
20.416,2017FA,1.00
20.420,2017FA,28.00
3.903,2017FA,21.00
3.96,2017FA,7.00
3.963,2017FA,11.00
3.97,2017FA,2.00
3.971,2017FA,1.00
3.982,2017FA,25.00
3.986,2017FA,29.00
3.998,2017FA,1.00
3.A01,2017FA,10.00
3.A03,2017FA,9.00
3.A04,2017FA,6.00
3.NIV,2017FA,17.00
6.004,2017FA,300.00
6.005,2017FA,131.00
6.006,2017FA,331.00
6.S063,2017FA,33.00
6.S064,2017FA,26.00
6.S080,2017FA,13.00
6.S084,2017FA,4.00
6.S897,2017FA,2.00
6.S898,2017FA,32.00
6.S899,2017FA,4.00
6.S964,2017FA,1.00
15.0621,2017FA,10.00
15.068,2017FA,46.00
15.079,2017FA,20.00
15.0791,2017FA,32.00
15.081,2017FA,18.00
15.085,2017FA,16.00
15.093,2017FA,43.00
16.110,2017FA,14.00
16.121,2017FA,2.00
16.221,2017FA,3.00
16.30,2017FA,32.00
16.31,2017FA,38.00
16.322,2017FA,21.00
16.391,2017FA,4.00
16.400,2017FA,24.00
16.410,2017FA,21.00
18.965,2017FA,8.00
18.968,2017FA,12.00
18.994,2017FA,5.00
18.999,2017FA,17.00
18.A07,2017FA,8.00
18.A34,2017FA,12.00
18.NIV,2017FA,9.00
18.S995,2017FA,14.00
2.032,2017FA,27.00
2.036,2017FA,5.00
2.05,2017FA,78.00
3.S01,2017FA,3.00
3.S70,2017FA,13.00
3.THG,2017FA,154.00
3.THU,2017FA,4.00
3.UR,2017FA,4.00
3.URG,2017FA,14.00
4.021,2017FA,23.00
4.023,2017FA,8.00
4.025,2017FA,3.00
4.031,2017FA,24.00
6.007,2017FA,12.00
6.008,2017FA,95.00
6.009,2017FA,273.00
6.01,2017FA,79.00
6.012,2017FA,44.00
7.015,2017FA,18.00
7.016,2017FA,172.00
11.THG,2017FA,90.00
11.THT,2017FA,5.00
11.THU,2017FA,2.00
11.UR,2017FA,2.00
11.URG,2017FA,3.00
12.000,2017FA,43.00
12.001,2017FA,14.00
12.003,2017FA,8.00
12.006,2017FA,2.00
12.010,2017FA,6.00
12.012,2017FA,1.00
2.050,2017FA,6.00
2.051,2017FA,90.00
2.06,2017FA,14.00
2.060,2017FA,13.00
2.073,2017FA,13.00
2.074,2017FA,28.00
2.080,2017FA,50.00
2.086,2017FA,141.00
2.087,2017FA,34.00
