Subject Id,Term Code,Subject Enrollment Number
1.THG,2017SP,190.00
1.UR,2017SP,2.00
1.URG,2017SP,4.00
2.001,2017SP,94.00
4.032,2017SP,21.00
4.092,2017SP,1.00
4.101,2017SP,17.00
4.110,2017SP,49.00
4.120,2017SP,17.00
21L.707,2017SP,3.00
21L.709,2017SP,8.00
21L.715,2017SP,5.00
21L.S88,2017SP,10.00
21L.S93,2017SP,1.00
21L.URG,2017SP,1.00
21M.011,2017SP,36.00
21M.030,2017SP,43.00
21M.051,2017SP,40.00
21M.065,2017SP,12.00
21M.215,2017SP,12.00
HAA.0132,2017SP,1.00
HAA.0133,2017SP,1.00
HAA.0135,2017SP,1.00
HAA.0136,2017SP,1.00
HAA.0138,2017SP,1.00
HAA.0139,2017SP,1.00
HAA.0140,2017SP,1.00
HAA.0141,2017SP,1.00
HAA.0142,2017SP,1.00
HAA.0143,2017SP,2.00
HAA.0151,2017SP,1.00
HAA.0156,2017SP,1.00
HAA.0157,2017SP,1.00
HAA.0158,2017SP,1.00
HAA.0159,2017SP,1.00
HAA.0160,2017SP,1.00
4.141,2017SP,7.00
4.142,2017SP,9.00
4.152,2017SP,30.00
4.154,2017SP,54.00
6.035,2017SP,24.00
6.036,2017SP,468.00
6.041A,2017SP,59.00
6.041B,2017SP,50.00
7.549,2017SP,9.00
7.55,2017SP,16.00
7.57,2017SP,30.00
7.58,2017SP,18.00
7.60,2017SP,17.00
7.64,2017SP,5.00
7.66,2017SP,9.00
7.73,2017SP,8.00
7.76,2017SP,10.00
7.77,2017SP,21.00
7.80,2017SP,1.00
2.019,2017SP,6.00
2.03,2017SP,34.00
2.031,2017SP,10.00
2.033,2017SP,4.00
2.04A,2017SP,78.00
2.06,2017SP,59.00
2.062,2017SP,10.00
2.065,2017SP,8.00
4.369,2017SP,14.00
4.373,2017SP,3.00
4.374,2017SP,2.00
HST.S78,2017SP,3.00
HST.THG,2017SP,70.00
HST.URG,2017SP,16.00
IDS.013,2017SP,3.00
IDS.250,2017SP,1.00
IDS.330,2017SP,20.00
IDS.336,2017SP,1.00
IDS.341,2017SP,1.00
IDS.410,2017SP,18.00
IDS.411,2017SP,27.00
IDS.435,2017SP,19.00
IDS.440,2017SP,37.00
SCM.266,2017SP,9.00
HAB.1462,2017SP,3.00
HAB.1484,2017SP,2.00
HAB.1504,2017SP,5.00
16.650,2017SP,5.00
16.651,2017SP,5.00
2.140,2017SP,41.00
2.152,2017SP,28.00
2.160,2017SP,27.00
2.18,2017SP,5.00
2.180,2017SP,4.00
2.183,2017SP,17.00
2.184,2017SP,11.00
2.22,2017SP,16.00
2.250,2017SP,1.00
2.26,2017SP,19.00
2.29,2017SP,17.00
2.37,2017SP,24.00
2.370,2017SP,3.00
4.567,2017SP,16.00
4.570,2017SP,10.00
4.582,2017SP,3.00
4.583,2017SP,15.00
4.587,2017SP,7.00
4.589,2017SP,2.00
4.593,2017SP,6.00
4.605,2017SP,24.00
4.617,2017SP,6.00
4.622,2017SP,4.00
4.623,2017SP,9.00
21G.402,2017SP,10.00
21G.403,2017SP,14.00
21G.404,2017SP,16.00
21M.601,2017SP,40.00
21M.605,2017SP,64.00
21M.606,2017SP,15.00
21M.624,2017SP,17.00
21M.645,2017SP,23.00
21M.705,2017SP,11.00
21M.710,2017SP,18.00
21M.732,2017SP,10.00
21M.785,2017SP,6.00
21M.789,2017SP,1.00
HAS.0017,2017SP,1.00
HAS.0018,2017SP,1.00
HAS.0020,2017SP,3.00
HAS.0021,2017SP,1.00
HAS.0022,2017SP,2.00
HAS.0023,2017SP,1.00
HAS.0024,2017SP,1.00
HAS.0025,2017SP,1.00
HAS.0026,2017SP,1.00
HAS.0027,2017SP,1.00
HAS.0028,2017SP,3.00
HAS.0029,2017SP,1.00
HAV.0001,2017SP,1.00
HAV.0002,2017SP,1.00
HAV.0003,2017SP,1.00
HAV.0004,2017SP,1.00
HAV.0005,2017SP,1.00
HAV.0006,2017SP,1.00
HAV.0007,2017SP,1.00
HST.035,2017SP,2.00
HST.NIV,2017SP,13.00
HST.S53,2017SP,7.00
HST.S58,2017SP,17.00
WGS.276,2017SP,6.00
WGS.600,2017SP,1.00
WGS.615,2017SP,1.00
WGS.700,2017SP,1.00
WGS.S10,2017SP,7.00
HAB.1410,2017SP,4.00
IDS.505,2017SP,9.00
IDS.521,2017SP,9.00
IDS.720,2017SP,1.00
IDS.735,2017SP,2.00
IDS.736,2017SP,2.00
IDS.950,2017SP,2.00
IDS.951,2017SP,1.00
IDS.960,2017SP,2.00
IDS.970,2017SP,6.00
IDS.NIV,2017SP,20.00
IDS.S21,2017SP,18.00
IDS.THG,2017SP,40.00
IDS.UR,2017SP,1.00
IDS.URG,2017SP,1.00
HAP.0001,2017SP,1.00
HAP.0002,2017SP,1.00
HAP.0003,2017SP,1.00
HAP.0004,2017SP,1.00
HAP.0006,2017SP,1.00
HAP.0008,2017SP,1.00
HAS.0001,2017SP,2.00
HAS.0002,2017SP,3.00
HAS.0004,2017SP,1.00
HAS.0005,2017SP,1.00
HAS.0006,2017SP,3.00
HAS.0008,2017SP,1.00
HAS.0010,2017SP,1.00
HAL.2025,2017SP,4.00
12.701,2017SP,4.00
12.707,2017SP,9.00
15.402,2017SP,220.00
15.417,2017SP,12.00
15.427,2017SP,10.00
15.428,2017SP,15.00
15.429,2017SP,10.00
15.431,2017SP,13.00
15.4311,2017SP,13.00
15.438,2017SP,85.00
15.439,2017SP,50.00
11.005,2017SP,13.00
11.011,2017SP,43.00
11.026,2017SP,18.00
11.027,2017SP,1.00
11.123,2017SP,15.00
11.125,2017SP,25.00
11.127,2017SP,11.00
11.131,2017SP,5.00
11.139,2017SP,24.00
11.142,2017SP,10.00
11.153,2017SP,4.00
11.169,2017SP,7.00
11.188,2017SP,11.00
14.191,2017SP,3.00
18.3541,2017SP,4.00
18.358,2017SP,10.00
18.376,2017SP,7.00
18.400,2017SP,26.00
18.410,2017SP,13.00
18.416,2017SP,8.00
18.418,2017SP,16.00
18.425,2017SP,8.00
CC.116,2017SP,14.00
CC.120,2017SP,1.00
CC.1803,2017SP,23.00
CC.210,2017SP,2.00
CC.512,2017SP,9.00
CC.802,2017SP,15.00
HAB.1665,2017SP,3.00
HAB.1755,2017SP,3.00
HAB.1785,2017SP,1.00
15.S05,2017SP,19.00
15.S06,2017SP,49.00
15.S07,2017SP,28.00
15.S08,2017SP,37.00
15.S09,2017SP,57.00
15.S10,2017SP,6.00
15.S11,2017SP,5.00
15.S14,2017SP,74.00
15.S16,2017SP,102.00
15.S17,2017SP,34.00
15.S18,2017SP,31.00
15.S19,2017SP,5.00
15.S21,2017SP,13.00
9.073,2017SP,22.00
9.09,2017SP,18.00
9.10,2017SP,31.00
9.110,2017SP,1.00
9.12,2017SP,23.00
9.18,2017SP,10.00
9.181,2017SP,2.00
9.19,2017SP,10.00
9.24,2017SP,13.00
9.26,2017SP,7.00
9.28,2017SP,4.00
9.285,2017SP,1.00
9.301,2017SP,10.00
9.32,2017SP,2.00
11.S970,2017SP,15.00
HAA.0037,2017SP,1.00
HAA.0038,2017SP,3.00
HAA.0040,2017SP,4.00
HAA.0041,2017SP,2.00
HAA.0046,2017SP,1.00
HAA.0048,2017SP,1.00
HAA.0049,2017SP,1.00
HST.060,2017SP,30.00
HST.080,2017SP,32.00
HST.090,2017SP,37.00
HST.091,2017SP,4.00
HAA.0208,2017SP,1.00
HAA.0209,2017SP,1.00
HAA.0213,2017SP,1.00
HAA.0217,2017SP,1.00
17.S950,2017SP,6.00
17.THG,2017SP,43.00
17.THU,2017SP,7.00
17.URG,2017SP,10.00
17.URW,2017SP,3.00
18.01,2017SP,5.00
18.02,2017SP,161.00
18.024,2017SP,6.00
18.02A,2017SP,1.00
18.03,2017SP,464.00
22.615,2017SP,18.00
22.62,2017SP,10.00
HAE.0005,2017SP,1.00
HAE.0006,2017SP,2.00
HAE.0007,2017SP,1.00
HAE.0010,2017SP,1.00
HAE.0011,2017SP,1.00
HAE.0012,2017SP,1.00
10.955,2017SP,6.00
10.956,2017SP,4.00
10.957,2017SP,3.00
10.958,2017SP,6.00
10.960,2017SP,6.00
10.964,2017SP,12.00
10.965,2017SP,6.00
12.844,2017SP,1.00
12.910,2017SP,3.00
12.961,2017SP,1.00
12.971,2017SP,6.00
12.980,2017SP,2.00
12.981,2017SP,4.00
12.982,2017SP,2.00
12.983,2017SP,2.00
12.IND,2017SP,1.00
12.NIV,2017SP,5.00
12.S492,2017SP,3.00
12.S590,2017SP,4.00
12.S592,2017SP,10.00
12.S680,2017SP,1.00
12.S990,2017SP,4.00
12.S992,2017SP,4.00
12.THG,2017SP,64.00
15.571,2017SP,46.00
15.580,2017SP,3.00
15.615,2017SP,59.00
15.618,2017SP,64.00
NS.42,2017SP,10.00
OR.THG,2017SP,81.00
OR.THP,2017SP,1.00
SP.120,2017SP,66.00
SP.360,2017SP,12.00
SP.3S50,2017SP,1.00
SP.800,2017SP,77.00
21A.00,2017SP,30.00
HAL.2176,2017SP,1.00
HAL.2181,2017SP,1.00
HAL.2195,2017SP,4.00
HAL.2218,2017SP,1.00
HAL.2244,2017SP,1.00
HST.916,2017SP,1.00
STS.056,2017SP,9.00
STS.081,2017SP,4.00
18.1001,2017SP,2.00
18.1002,2017SP,4.00
18.100A,2017SP,20.00
18.100B,2017SP,54.00
18.100P,2017SP,31.00
18.102,2017SP,31.00
18.1021,2017SP,9.00
18.104,2017SP,12.00
18.117,2017SP,28.00
18.125,2017SP,16.00
18.152,2017SP,11.00
18.1521,2017SP,1.00
18.156,2017SP,10.00
24.912,2017SP,7.00
24.914,2017SP,9.00
24.918,2017SP,2.00
24.919,2017SP,3.00
24.921,2017SP,3.00
24.933,2017SP,1.00
24.942,2017SP,11.00
24.947,2017SP,2.00
24.952,2017SP,8.00
21H.102,2017SP,20.00
21H.106,2017SP,6.00
21H.132,2017SP,17.00
21H.134,2017SP,8.00
21H.152,2017SP,16.00
21H.155,2017SP,10.00
21H.157,2017SP,3.00
21H.161,2017SP,31.00
21H.172,2017SP,7.00
21H.181,2017SP,6.00
21W.THG,2017SP,8.00
21W.THT,2017SP,1.00
21W.THU,2017SP,3.00
HAS.0013,2017SP,4.00
HAS.0014,2017SP,7.00
HAS.0015,2017SP,2.00
HAS.0016,2017SP,2.00
7.458,2017SP,5.00
7.470,2017SP,4.00
7.49,2017SP,3.00
7.491,2017SP,3.00
7.494,2017SP,4.00
7.498,2017SP,3.00
7.499,2017SP,5.00
7.548,2017SP,3.00
2.007,2017SP,163.00
2.008,2017SP,52.00
2.00B,2017SP,85.00
2.014,2017SP,26.00
2.017,2017SP,14.00
4.301,2017SP,10.00
4.302,2017SP,12.00
4.320,2017SP,4.00
4.321,2017SP,5.00
4.341,2017SP,13.00
4.342,2017SP,2.00
4.344,2017SP,2.00
4.345,2017SP,6.00
4.352,2017SP,5.00
4.353,2017SP,5.00
4.354,2017SP,7.00
4.355,2017SP,1.00
4.368,2017SP,1.00
6.070,2017SP,12.00
6.072,2017SP,1.00
21G.036,2017SP,8.00
21G.040,2017SP,15.00
21G.046,2017SP,13.00
21G.049,2017SP,21.00
21G.057,2017SP,2.00
21G.063,2017SP,20.00
21G.067,2017SP,15.00
21G.074,2017SP,5.00
21G.077,2017SP,4.00
21G.078,2017SP,5.00
21G.102,2017SP,29.00
21M.291,2017SP,8.00
21M.299,2017SP,6.00
21M.301,2017SP,79.00
21M.302,2017SP,35.00
21M.303,2017SP,9.00
21M.304,2017SP,2.00
21M.340,2017SP,19.00
21M.351,2017SP,5.00
21M.355,2017SP,13.00
21M.361,2017SP,34.00
HAB.4350,2017SP,1.00
18.708,2017SP,12.00
18.726,2017SP,15.00
18.781,2017SP,15.00
18.783,2017SP,35.00
18.7831,2017SP,4.00
18.786,2017SP,4.00
18.821,2017SP,26.00
18.901,2017SP,26.00
18.9011,2017SP,3.00
18.904,2017SP,10.00
18.906,2017SP,24.00
18.917,2017SP,19.00
18.966,2017SP,11.00
18.999,2017SP,9.00
4.388,2017SP,7.00
4.389,2017SP,8.00
4.390,2017SP,15.00
4.391,2017SP,1.00
4.392,2017SP,1.00
4.393,2017SP,6.00
4.431,2017SP,13.00
4.433,2017SP,17.00
4.440,2017SP,9.00
4.462,2017SP,40.00
6.207,2017SP,42.00
6.231,2017SP,60.00
6.241,2017SP,29.00
6.248,2017SP,11.00
6.252,2017SP,53.00
6.262,2017SP,41.00
6.265,2017SP,69.00
6.268,2017SP,36.00
6.302,2017SP,38.00
6.320,2017SP,25.00
1.016,2017SP,16.00
1.020,2017SP,12.00
1.035,2017SP,5.00
1.036,2017SP,4.00
1.041,2017SP,16.00
1.053,2017SP,1.00
1.056,2017SP,7.00
17.448,2017SP,2.00
17.468,2017SP,8.00
17.474,2017SP,5.00
17.480,2017SP,10.00
17.524,2017SP,13.00
17.53,2017SP,12.00
17.561,2017SP,19.00
17.568,2017SP,12.00
17.569,2017SP,13.00
17.57,2017SP,9.00
17.571,2017SP,12.00
17.578,2017SP,14.00
17.582,2017SP,6.00
22.014,2017SP,1.00
20.345,2017SP,4.00
3.04,2017SP,3.00
3.042,2017SP,18.00
3.044,2017SP,22.00
3.046,2017SP,6.00
3.063,2017SP,11.00
3.080,2017SP,10.00
3.085,2017SP,6.00
3.086,2017SP,12.00
3.091,2017SP,45.00
6.0002,2017SP,144.00
6.002,2017SP,56.00
6.003,2017SP,44.00
6.004,2017SP,198.00
7.02,2017SP,30.00
7.03,2017SP,78.00
7.05,2017SP,170.00
7.06,2017SP,55.00
9.THG,2017SP,23.00
9.UR,2017SP,5.00
9.URG,2017SP,65.00
9.URG2,2017SP,1.00
9.URW,2017SP,4.00
10.00,2017SP,4.00
10.01,2017SP,29.00
22.02,2017SP,3.00
22.06,2017SP,27.00
22.071,2017SP,13.00
22.13,2017SP,21.00
22.14,2017SP,21.00
22.16,2017SP,25.00
22.211,2017SP,13.00
22.213,2017SP,6.00
22.312,2017SP,12.00
22.40,2017SP,2.00
2.066,2017SP,19.00
2.071,2017SP,20.00
2.081,2017SP,23.00
2.082,2017SP,15.00
2.086,2017SP,62.00
2.087,2017SP,24.00
2.110,2017SP,3.00
2.122,2017SP,37.00
2.131,2017SP,35.00
2.14,2017SP,22.00
4.488,2017SP,1.00
4.489,2017SP,5.00
4.493,2017SP,1.00
4.501,2017SP,6.00
4.507,2017SP,3.00
4.520,2017SP,3.00
4.521,2017SP,10.00
20.365,2017SP,26.00
20.380,2017SP,31.00
20.390,2017SP,4.00
20.415,2017SP,9.00
20.440,2017SP,28.00
20.465,2017SP,18.00
20.486,2017SP,6.00
20.490,2017SP,22.00
MS.101,2017SP,3.00
MS.102,2017SP,3.00
MS.110,2017SP,17.00
MS.202,2017SP,19.00
MS.302,2017SP,14.00
MS.402,2017SP,10.00
NS.100,2017SP,5.00
NS.12,2017SP,15.00
NS.200,2017SP,5.00
NS.22,2017SP,11.00
NS.300,2017SP,2.00
NS.32,2017SP,6.00
NS.400,2017SP,1.00
21L.021,2017SP,6.00
21L.320,2017SP,6.00
21L.338,2017SP,9.00
21L.350,2017SP,5.00
21L.431,2017SP,6.00
15.878,2017SP,33.00
15.879,2017SP,10.00
15.900,2017SP,116.00
15.9001,2017SP,10.00
15.902,2017SP,110.00
15.903,2017SP,52.00
15.910,2017SP,58.00
8.323,2017SP,40.00
8.325,2017SP,19.00
8.334,2017SP,32.00
8.371,2017SP,35.00
8.392,2017SP,100.00
8.399,2017SP,25.00
8.422,2017SP,29.00
8.431,2017SP,3.00
8.512,2017SP,23.00
8.514,2017SP,29.00
8.624,2017SP,13.00
8.711,2017SP,12.00
8.821,2017SP,27.00
8.831,2017SP,15.00
8.851,2017SP,12.00
11.800,2017SP,16.00
11.801,2017SP,16.00
11.901,2017SP,9.00
11.902,2017SP,11.00
11.903,2017SP,11.00
11.905,2017SP,3.00
15.385,2017SP,14.00
15.386,2017SP,97.00
15.387,2017SP,46.00
15.390,2017SP,126.00
15.3901,2017SP,16.00
15.392,2017SP,21.00
15.398,2017SP,106.00
15.399,2017SP,16.00
15.401,2017SP,276.00
10.571,2017SP,1.00
10.626,2017SP,29.00
10.65,2017SP,44.00
10.702,2017SP,2.00
10.80,2017SP,16.00
10.807,2017SP,4.00
10.81,2017SP,16.00
10.82,2017SP,17.00
10.83,2017SP,17.00
10.84,2017SP,16.00
10.85,2017SP,16.00
12.717,2017SP,4.00
12.721,2017SP,11.00
12.722,2017SP,7.00
12.730,2017SP,2.00
12.731,2017SP,1.00
12.736,2017SP,1.00
12.743,2017SP,6.00
12.744,2017SP,13.00
12.753,2017SP,10.00
21W.031,2017SP,17.00
21W.035,2017SP,6.00
21W.741,2017SP,2.00
21W.742,2017SP,10.00
21W.747,2017SP,17.00
21W.749,2017SP,12.00
21W.752,2017SP,2.00
21W.755,2017SP,29.00
21W.759,2017SP,19.00
21W.762,2017SP,30.00
21W.764,2017SP,3.00
21W.765,2017SP,6.00
21W.769,2017SP,4.00
CSB.110,2017SP,6.00
CSB.190,2017SP,9.00
CSB.199,2017SP,3.00
CSB.THG,2017SP,17.00
ESD.THG,2017SP,75.00
HAA.0001,2017SP,1.00
HAA.0002,2017SP,2.00
HAA.0003,2017SP,1.00
HAA.0004,2017SP,1.00
HAA.0005,2017SP,1.00
HAA.0006,2017SP,3.00
HAA.0081,2017SP,1.00
HAA.0082,2017SP,1.00
11.960,2017SP,1.00
11.NIV,2017SP,6.00
11.S938,2017SP,5.00
11.S939,2017SP,4.00
11.S940,2017SP,15.00
11.S941,2017SP,6.00
11.S942,2017SP,12.00
11.S943,2017SP,18.00
11.S944,2017SP,5.00
14.UR,2017SP,1.00
14.URG,2017SP,9.00
15.002,2017SP,369.00
15.012,2017SP,169.00
15.014,2017SP,108.00
15.027,2017SP,32.00
15.032,2017SP,18.00
15.037,2017SP,2.00
15.038,2017SP,57.00
15.053,2017SP,92.00
15.S24,2017SP,14.00
12.759,2017SP,9.00
12.801,2017SP,5.00
12.802,2017SP,7.00
12.805,2017SP,4.00
12.806,2017SP,5.00
12.810,2017SP,10.00
12.811,2017SP,11.00
12.814,2017SP,4.00
15.4871,2017SP,13.00
15.491,2017SP,9.00
15.493,2017SP,64.00
15.501,2017SP,103.00
15.516,2017SP,6.00
15.518,2017SP,101.00
15.5181,2017SP,19.00
15.521,2017SP,88.00
15.535,2017SP,165.00
15.539,2017SP,8.00
10.987,2017SP,5.00
10.989,2017SP,8.00
10.992,2017SP,162.00
10.994,2017SP,1.00
10.995,2017SP,4.00
10.997,2017SP,4.00
10.998,2017SP,6.00
10.NIV,2017SP,28.00
10.S94,2017SP,3.00
10.THG,2017SP,191.00
10.UR,2017SP,4.00
HAA.0007,2017SP,1.00
HAA.0009,2017SP,1.00
HAA.0010,2017SP,6.00
HAA.0011,2017SP,1.00
HAA.0012,2017SP,1.00
HAA.0013,2017SP,1.00
HAA.0014,2017SP,1.00
HAA.0016,2017SP,6.00
HAA.0017,2017SP,5.00
HAA.0088,2017SP,2.00
HAA.0091,2017SP,1.00
HAA.0093,2017SP,2.00
HAA.0095,2017SP,3.00
HAA.0097,2017SP,1.00
HAA.0098,2017SP,1.00
HAA.0099,2017SP,1.00
HAA.0100,2017SP,1.00
HAA.0101,2017SP,1.00
HAA.0102,2017SP,1.00
HAA.0103,2017SP,1.00
HAA.0106,2017SP,1.00
HAA.0108,2017SP,1.00
HAA.0109,2017SP,1.00
HAA.0110,2017SP,1.00
HAA.0111,2017SP,1.00
STS.471,2017SP,3.00
STS.474,2017SP,2.00
STS.477,2017SP,2.00
STS.800,2017SP,6.00
STS.901,2017SP,2.00
STS.902,2017SP,1.00
STS.904,2017SP,1.00
STS.NIV,2017SP,2.00
STS.THG,2017SP,19.00
STS.THU,2017SP,1.00
HAB.1816,2017SP,2.00
HAB.1905,2017SP,3.00
HAB.1955,2017SP,3.00
HAB.1975,2017SP,5.00
HAB.1985,2017SP,1.00
HAK.0001,2017SP,3.00
HAK.0005,2017SP,2.00
HAK.0006,2017SP,3.00
HAK.0007,2017SP,1.00
HAK.0008,2017SP,3.00
HAK.0009,2017SP,1.00
HAK.0012,2017SP,1.00
10.02,2017SP,6.00
10.03,2017SP,6.00
10.05,2017SP,4.00
10.10,2017SP,24.00
10.213,2017SP,56.00
15.321,2017SP,37.00
15.323,2017SP,12.00
15.326,2017SP,110.00
15.345,2017SP,4.00
15.347,2017SP,5.00
15.356,2017SP,58.00
15.358,2017SP,71.00
15.363,2017SP,29.00
15.364,2017SP,21.00
15.3641,2017SP,1.00
15.367,2017SP,11.00
15.371,2017SP,9.00
15.373,2017SP,25.00
15.376,2017SP,53.00
2.391,2017SP,6.00
2.55,2017SP,34.00
2.60,2017SP,5.00
2.61,2017SP,12.00
2.62,2017SP,11.00
2.651,2017SP,7.00
2.671,2017SP,106.00
2.674,2017SP,22.00
4.641,2017SP,11.00
4.541,2017SP,9.00
4.542,2017SP,3.00
4.550,2017SP,2.00
4.566,2017SP,7.00
6.334,2017SP,42.00
6.337,2017SP,14.00
6.344,2017SP,19.00
6.345,2017SP,50.00
6.347,2017SP,7.00
6.431A,2017SP,24.00
6.431B,2017SP,25.00
6.437,2017SP,151.00
6.441,2017SP,20.00
6.443,2017SP,10.00
6.522,2017SP,8.00
1.138,2017SP,2.00
1.142,2017SP,11.00
1.151,2017SP,18.00
1.153,2017SP,3.00
1.202,2017SP,16.00
1.203,2017SP,13.00
1.204,2017SP,12.00
1.234,2017SP,4.00
1.251,2017SP,11.00
1.253,2017SP,12.00
1.258,2017SP,17.00
1.261,2017SP,4.00
21L.435,2017SP,8.00
21L.460,2017SP,11.00
21L.485,2017SP,8.00
21L.487,2017SP,12.00
21L.489,2017SP,5.00
21L.490,2017SP,9.00
21L.616,2017SP,3.00
21L.703,2017SP,2.00
21L.705,2017SP,6.00
21L.706,2017SP,8.00
CMS.888,2017SP,2.00
CMS.925,2017SP,2.00
CMS.935,2017SP,6.00
CMS.951,2017SP,7.00
CMS.990,2017SP,17.00
CMS.993,2017SP,1.00
CMS.995,2017SP,5.00
CMS.NIV,2017SP,3.00
CMS.S60,2017SP,12.00
CMS.S96,2017SP,9.00
CMS.S97,2017SP,3.00
CMS.THG,2017SP,9.00
CMS.THT,2017SP,2.00
CMS.THU,2017SP,1.00
CMS.UR,2017SP,1.00
CMS.URG,2017SP,6.00
4.644,2017SP,2.00
4.645,2017SP,33.00
4.650,2017SP,2.00
4.651,2017SP,8.00
4.683,2017SP,3.00
4.684,2017SP,1.00
4.685,2017SP,5.00
4.686,2017SP,3.00
4.687,2017SP,1.00
4.689,2017SP,10.00
4.693,2017SP,3.00
4.694,2017SP,1.00
4.NIV,2017SP,8.00
4.S02,2017SP,7.00
4.S12,2017SP,17.00
4.S13,2017SP,20.00
4.S22,2017SP,10.00
6.803,2017SP,41.00
6.809,2017SP,10.00
6.813,2017SP,148.00
6.816,2017SP,39.00
6.823,2017SP,34.00
6.824,2017SP,124.00
6.831,2017SP,67.00
2.792,2017SP,2.00
2.793,2017SP,2.00
2.796,2017SP,2.00
2.813,2017SP,8.00
2.821,2017SP,40.00
1.265,2017SP,2.00
3.41,2017SP,4.00
3.50,2017SP,6.00
3.53,2017SP,15.00
3.54,2017SP,2.00
3.65,2017SP,20.00
3.691,2017SP,7.00
3.692,2017SP,3.00
3.698,2017SP,12.00
3.70,2017SP,2.00
3.903,2017SP,18.00
3.931,2017SP,1.00
3.942,2017SP,20.00
3.961,2017SP,1.00
3.981,2017SP,10.00
3.983,2017SP,5.00
3.985,2017SP,43.00
3.987,2017SP,8.00
6.011,2017SP,60.00
6.012,2017SP,20.00
6.013,2017SP,58.00
6.022,2017SP,7.00
6.023,2017SP,2.00
6.027,2017SP,2.00
6.03,2017SP,25.00
7.29,2017SP,11.00
7.33,2017SP,8.00
CMS.URW,2017SP,2.00
HAA.0233,2017SP,1.00
HAA.0234,2017SP,1.00
HAA.0236,2017SP,1.00
HAA.0237,2017SP,1.00
HAA.0241,2017SP,1.00
HAA.0245,2017SP,1.00
15.S26,2017SP,68.00
15.S50,2017SP,41.00
15.S53,2017SP,10.00
15.S69,2017SP,31.00
15.S74,2017SP,70.00
17.03,2017SP,26.00
17.035,2017SP,8.00
17.100,2017SP,9.00
17.115,2017SP,17.00
HAA.0112,2017SP,1.00
HAA.0113,2017SP,1.00
HAA.0114,2017SP,1.00
HAA.0115,2017SP,1.00
10.URG,2017SP,33.00
10.URW,2017SP,1.00
14.123,2017SP,39.00
14.124,2017SP,38.00
14.125,2017SP,13.00
14.126,2017SP,16.00
14.129,2017SP,1.00
14.137,2017SP,10.00
14.147,2017SP,4.00
14.15,2017SP,41.00
14.16,2017SP,26.00
15.763,2017SP,30.00
15.764,2017SP,14.00
15.765,2017SP,3.00
15.768,2017SP,84.00
15.769,2017SP,68.00
15.771,2017SP,11.00
15.773,2017SP,27.00
15.779,2017SP,27.00
15.781,2017SP,30.00
15.783,2017SP,30.00
15.784,2017SP,17.00
15.792,2017SP,43.00
8.02,2017SP,759.00
8.022,2017SP,30.00
8.03,2017SP,55.00
8.04,2017SP,83.00
8.044,2017SP,82.00
18.THG,2017SP,95.00
18.UR,2017SP,4.00
HAA.0127,2017SP,1.00
11.330,2017SP,4.00
11.332,2017SP,6.00
11.333,2017SP,13.00
11.337,2017SP,9.00
11.339,2017SP,3.00
11.344,2017SP,36.00
11.352,2017SP,17.00
11.353,2017SP,15.00
11.355,2017SP,32.00
11.367,2017SP,6.00
11.382,2017SP,10.00
11.383,2017SP,2.00
11.386,2017SP,13.00
11.427,2017SP,11.00
11.432,2017SP,46.00
14.410,2017SP,1.00
14.42,2017SP,6.00
14.44,2017SP,70.00
14.440,2017SP,5.00
14.441,2017SP,6.00
14.444,2017SP,13.00
14.453,2017SP,26.00
14.454,2017SP,29.00
14.462,2017SP,10.00
14.472,2017SP,11.00
14.473,2017SP,10.00
15.911,2017SP,101.00
15.912,2017SP,1.00
15.913,2017SP,61.00
15.914,2017SP,17.00
20.104,2017SP,6.00
20.109,2017SP,27.00
20.110,2017SP,22.00
20.129,2017SP,5.00
20.200,2017SP,128.00
20.205,2017SP,6.00
20.309,2017SP,27.00
20.315,2017SP,3.00
20.330,2017SP,44.00
ES.200,2017SP,2.00
ES.333,2017SP,6.00
ES.7013,2017SP,17.00
ES.802,2017SP,19.00
ES.8022,2017SP,6.00
ES.S41,2017SP,5.00
ES.S42,2017SP,7.00
ES.S70,2017SP,11.00
21H.983,2017SP,3.00
21H.992,2017SP,1.00
21H.999,2017SP,5.00
HAK.R965,2017SP,1.00
HAB.4561,2017SP,3.00
HAK.0013,2017SP,1.00
HAK.0016,2017SP,1.00
HAK.0018,2017SP,2.00
HAK.0019,2017SP,1.00
HAK.0020,2017SP,2.00
HAK.0022,2017SP,2.00
HAK.0023,2017SP,1.00
HAK.0025,2017SP,1.00
HAK.0026,2017SP,4.00
HAK.0027,2017SP,1.00
