Subject Id,Subject Title,Total Units,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
15.665,Power and Negotiation,9,,Y,,Y,
15.667,Negotiation and Conflict Management,9,2017-2018,,,Y,
15.668,People and Organizations,9,2017-2018,,,Y,
15.669,Strategies for People Analytics,6,,,,Y,
15.671,U-Lab: Transforming Self, Business and Society,3,,Y,,,
15.672,Negotiation Analysis,1,,,Y,,
15.6721,Negotiation Analysis,1,,,Y,,
15.673,Negotiation Analysis,2,,,Y,,
15.6731,Negotiation Analysis,2,,,Y,,
15.676,Work, Employment, and Industrial Relations Theory,9,,,,Y,
15.677,Urban Labor Markets and Employment Policy,12,,,,Y,
15.678,Political Economy I: Theories of the State and the Economy,12,,,,Y,
15.680,Machine Learning: Algorithms, Applications, and Computation,6,,Y,,,
15.681,From Analytics to Action,6,,Y,,,
15.691,Research Seminar in Work, Employment and Industrial Relations,,,Y,,,
15.698,Seminar in Industrial Relations and Human Resource Management,,,Y,Y,,Y
15.700,Leadership and Integrative Management,3,,Y,,,
15.701,Innovation-Driven Entrepreneurial Advantage,12,,,,Y,Y
15.702,Leading in a Global Context: Macroeconomics and Global Markets,12,,Y,,,
15.703,Leading with Impact,,,,,Y,
15.705,Organizations Lab,12,,Y,,,Y
15.707,Global Strategy,6,,Y,,Y,
15.708,Global Organizations Lab,15,,,,Y,
15.709,Key Decisions for Corporate Boards,3,,,Y,,
15.711,Executing Strategy for Results,1,,,Y,,
15.712,Negotiation and Influence,6,,,,Y,
15.713,Principles of Fundamental Analysis,1,,,Y,,
15.714,Competitive Strategy,9,,,,Y,Y
15.715,Entrepreneurial Strategy,3,,,Y,,
15.716,Leading Organizations,3,,,,,Y
15.717,Organizational Processes,9,,Y,,,
15.719,Entrepreneurial Finance,3,,,Y,,
15.720,Financial Accounting,9,,,,Y,
15.722,Applied Economics for Managers,9,,Y,,,
15.723,Advanced Applied Macroeconomics and International Institutions,6,,,Y,Y,
15.724,Financial Management,9,,Y,,,
15.725,Marketing Strategy for General Managers,3,,,Y,,
15.726,Pricing,3,,,Y,,
15.727,The Analytics Edge,6,2017-2018,,,Y,
15.728,Deals, Finance, and the Law,3,,,Y,,
15.730,Data, Models, and Decisions,9,,,,Y,
15.731,Risk Management,3,,,Y,,
15.732,Marketing Management,9,,Y,,,
15.734,Introduction to Operations Management,9,,,,,Y
15.735,Product Design,3,,,Y,,
15.736,Introduction to System Dynamics,9,,,,,Y
15.737,Advanced System Dynamics,3,,,Y,,
15.738,Topics in Corporate Finance,3,,,Y,,
15.739,Discovering Your Leadership Signature,3,,,Y,,
15.740,Strategic Communication for Executives,3,,,Y,,
15.761,Introduction to Operations Management,9,,Y,,Y,Y
15.7611,Introduction to Operations Management,9,,,,Y,
15.762,Supply Chain Planning,6,,,,Y,
15.763,Manufacturing System and Supply Chain Design,6,,,,Y,
15.764,The Theory of Operations Management,12,,,,Y,
15.765,Global Supply Chain Management,6,,,,Y,
15.767,Healthcare Lab: Introduction to Healthcare Delivery in the United States,9,,Y,,,
15.768,Management of Services: Concepts, Design, and Delivery,9,,,,Y,
15.769,Operations Strategy,9,,Y,,Y,
15.770,Logistics Systems,12,,Y,,,
15.771,Case Studies in Logistics and Supply Chain Management,9,,,,Y,
15.772,D-Lab: Supply Chains,12,,Y,,,
15.773,Lion and GOAL teams for Leaders for Global Operations (LGO),1,,,,Y,
15.774,The Analytics of Operations Management,12,,Y,,,
15.775,Analytics Proseminar,3,,,,Y,
15.777,Healthcare Lab: Introduction to Healthcare Delivery in the United States,15,,Y,Y,,
15.778,Introduction to Operations Management,9,,,,,Y
15.779,Technology, Design and Entrepreneurship: Operating in Emerging Communities,6,,,,Y,
15.780,Stochastic Models in Business Analytics,12,,Y,,,
15.781,Technology, Design and Entrepreneurship: Operating in Emerging Communities,3,,,,Y,
15.783,Product Design and Development,12,,,,Y,
15.784,Operations Laboratory,9,,,,Y,
15.785,Digital Product Management,6,,Y,,,
15.792,Global Operations Leadership Seminar,,,Y,,Y,
15.794,Research Project in Operations,,,Y,Y,Y,Y
15.795,Behavioral Decision Theories and Applications,12,2017-2018,Y,,,
15.799,Workshop in Operations Management,,,Y,,Y,
15.809,Introduction to Marketing and Strategy,9,,,,,Y
15.810,Marketing Management,9,,,,Y,
15.812,Marketing Management,9,,,,Y,
15.818,Pricing,6,,Y,,,
15.821,Listening to the Customer,6,,,,Y,
15.822,Strategic Market Measurement,6,2017-2018,,,Y,
15.828,Product Management,9,,,,Y,
15.830,Enterprise Management Lab,6,,Y,Y,,
15.833,Business-to-Business Marketing,6,,Y,,,
15.834,Marketing Strategy,6,2017-2018,,,Y,
15.835,Entrepreneurial Marketing,6,2017-2018,,,Y,
15.838,Research Seminar in Marketing,9,,Y,,Y,
15.839,Workshop in Marketing,,,Y,,Y,
15.840,Seminar in Marketing,,,Y,,,
15.841,Seminar in Marketing,,,Y,,,
15.842,Seminar in Marketing,,,Y,,,
15.843,Seminar in Marketing,,,Y,,,
15.846,Branding,6,,,,Y,
15.847,Consumer Behavior,9,,,,Y,
15.871,Introduction to System Dynamics,6,,Y,,Y,
15.872,System Dynamics II,6,,Y,,Y,
15.874,People and the Planet:  Environmental Governance and Science,9,,Y,,,
15.8741,System Dynamics for Business Policy,12,2017-2018,Y,,Y,
15.875,Applications of System Dynamics,9,2017-2018,,,Y,
15.878,Capstone Seminar in Sustainability,6,,,,Y,
15.879,Research Seminar in System Dynamics,12,,,,Y,
15.900,Competitive Strategy,9,,Y,,Y,
15.9001,Competitive Strategy,9,,,,Y,
15.902,Advanced Strategic Management,6,2017-2018,,,Y,
15.903,Managing the Modern Organization: Organizational Economics and Corporate Strategy,6,,Y,,Y,
15.904,Advanced Strategic Management,6,,Y,,Y,
15.905,Technology Strategy,12,2017-2018,,,Y,
15.910,Innovation Strategy,6,,,,Y,
15.911,Entrepreneurial Strategy,6,,,,Y,
15.912,Strategic Management of Innovation and Entrepreneurship,6,2017-2018,,,Y,
15.913,Strategies for Sustainable Business,6,,,,Y,
15.914,Competitive Dynamics and Strategy: Winning in Technology Markets,9,,,,Y,
15.915,Laboratory for Sustainable Business,6,,,,Y,
15.928,The Sociology of Strategy,12,2018-2019,,,Y,
15.929,Identity and Action,12,2017-2018,,,Y,
15.933,Strategic Opportunities in Energy,6,,Y,,,
15.941,Leadership in Real Estate,6,,Y,,,
15.949,Seminar in Strategy,,,Y,,,
15.S01,Special Seminar in Management,,,Y,,Y,Y
15.S02,Special Seminar in Management,,,Y,Y,Y,
15.S03,Special Seminar in Management,,,,Y,,Y
15.S04,Special Seminar in Management,,,Y,Y,,Y
15.S05,Special Seminar in Management,,,,Y,Y,Y
15.S06,Special Seminar in Management,,,Y,Y,,Y
15.S07,Special Seminar in Management,,,Y,Y,Y,Y
15.S08,Special Seminar in Management,,,,Y,,Y
15.S09,Special Seminar in Management,,,Y,,Y,
15.S10,,,,Y,Y,Y,Y
15.S11,,,,Y,Y,Y,Y
15.S12,,,,Y,Y,Y,Y
15.S13,Special Seminar in Management,,,Y,Y,Y,
15.S14,Special Seminar in Management,,,,Y,Y,Y
15.S15,Special Seminar in Management,,,Y,Y,Y,Y
15.S16,Special Seminar in Management,,,Y,Y,,
15.S17,Special Seminar in Management,,,Y,,Y,Y
15.S18,Special Seminar in Management,,,Y,,,
15.S19,Special Seminar in Management,,,Y,Y,Y,Y
15.S20,Special Seminar in Management,,,,Y,Y,
15.S21,Special Seminar in Management,,,,Y,Y,
15.S22,Special Seminar in Management,,,,Y,Y,
15.S23,Special Seminar in Management,,,,Y,Y,
15.S24,Special Seminar in Management,,,,Y,Y,
15.S25,Special Seminar in Management,,,,Y,Y,
15.S26,Special Seminar in Management,,,,Y,Y,
15.S30,Special Distance Learning Seminar in Management,,,,,Y,
15.S31,Special Distance Learning Seminar in Management,,,Y,Y,Y,Y
15.S32,Special Distance Learning Seminar in Management,,,Y,Y,Y,Y
15.S33,Special Distance Learning Seminar in Management,,,,,Y,Y
15.S35,Special Distance Learning Seminar in Management,,,Y,Y,Y,Y
15.S36,Special Distance Learning Seminar in Management,,,Y,Y,Y,Y
15.S37,Special Distance Learning Seminar in Management,,,Y,Y,Y,Y
15.S38,Special Distance Learning Seminar in Management,,,Y,Y,Y,Y
15.S40,Special Seminar in Management,,,Y,Y,Y,Y
15.S41,Special Seminar in Management,,,,Y,,
15.S42,Special Seminar in Management,,2017-2018,Y,,,
15.S43,Special Seminar in Management,,,Y,,Y,
15.S44,Special Seminar in Management,,,Y,,Y,
15.S45,Special Seminar in Management,,,Y,,Y,
15.S46,Special Seminar in Management,,,Y,,Y,
15.S47,Special Seminar in Management,,,Y,Y,Y,
15.S50,Special Seminar in Management,,,Y,Y,,
15.S51,Special Seminar in Management,,,,,Y,
15.S52,Special Seminar in Management,,,,Y,,
15.S53,Special Seminar in Management,,,Y,Y,,
15.S54,Special Seminar in Management,,,Y,Y,,
15.S55,Special Seminar in Management,,,Y,Y,,
15.S56,Special Seminar in Management,,,,Y,,
15.S57,Special Seminar in Management,,,,Y,,
15.S58,Special Seminar in Management,,,,Y,,
15.S59,Special Seminar in Management,,2017-2018,,Y,,
15.S60,Special Seminar in Management,,,,Y,,
15.S61,Special Seminar in Management,,,Y,Y,Y,Y
15.S62,Special Seminar in Management,,,,Y,,
15.S63,Special Seminar in Management,,,Y,Y,Y,Y
15.S64,Special Seminar in Management,,,Y,,,
15.S65,Special Seminar in Management,,,Y,Y,Y,Y
15.S66,Special Seminar in Management,,,Y,,Y,
15.S67,Special Seminar in Management,,,Y,,Y,
15.S68,Special Seminar in Management,,,Y,,,
15.S69,Special Seminar in Management,,,,,Y,
15.S70,Special Seminar in Management,,,Y,Y,Y,
15.S71,Special Seminar in Management,,,Y,Y,Y,
15.S72,Special Seminar in Management,,,Y,Y,Y,
15.S73,Special Seminar in Management,,,Y,Y,Y,
15.S74,Special Seminar in Management,,,Y,Y,Y,
15.S75,Special Seminar in Management,,,Y,Y,Y,
15.UR,Undergraduate Research in Management,,,Y,Y,Y,Y
15.URG,Undergraduate Studies in Management,,,Y,Y,Y,Y
15.950,Independent Study in Management,,,Y,Y,Y,Y
15.951,Independent Study in Management,,,Y,Y,Y,Y
15.952,Curricular Practical Training,1,,Y,Y,Y,
15.960,Independent Study in Management,,,Y,Y,Y,Y
15.961,Independent Study in Management,,,Y,Y,Y,Y
15.962,Pre-Thesis Research,,,Y,Y,Y,Y
15.998,Independent Group Study in Action Learning,,,Y,Y,Y,Y
15.999,Internship,,,Y,Y,Y,Y
15.THG,Graduate Thesis,,,Y,Y,Y,Y
16.00,Introduction to Aerospace and Design,6,,,,Y,
16.001,Unified Engineering: Materials and Structures,12,,Y,,,
16.002,Unified Engineering: Signals and Systems,12,,Y,,,
16.003,Unified Engineering: Fluid Dynamics,12,,,,Y,
16.004,Unified Engineering: Thermodynamics,12,,,,Y,
16.06,Principles of Automatic Control,12,,Y,,,
16.07,Dynamics,12,,Y,,,
16.09,Statistics and Probability,12,,,,Y,
16.100,Aerodynamics,12,,Y,,,
16.101,Topics in Fluids and Propulsion,,,Y,Y,Y,
16.110,Flight Vehicle Aerodynamics,12,,Y,,,
16.120,Compressible Internal Flow,6,2018-2019,,,Y,
16.121,Analytical Subsonic Aerodynamics,6,,Y,,,
16.122,Analytical High Speed Aerodynamics,6,,,,Y,
16.13,Aerodynamics of Viscous Fluids,12,2017-2018,,,Y,
16.20,Structural Mechanics,12,,,,Y,
16.201,Topics in Materials and Structures,,,Y,Y,Y,
16.202,Manufacturing with Advanced Composite Materials,6,2017-2018,Y,,,
16.221,Structural Dynamics,12,,Y,,,
16.223,Mechanics of Heterogeneous Materials,12,2017-2018,Y,,,
16.225,Computational Mechanics of Materials,12,2017-2018,Y,,,
16.230,Plates and Shells: Static and Dynamic Analysis,12,,,,Y,
16.30,Feedback Control Systems,12,,Y,,,
16.301,Topics in Control, Dynamics, and Automation,,,Y,Y,Y,
16.31,Feedback Control Systems,12,,Y,,,
16.32,Principles of Optimal Control and Estimation,12,,,,Y,
16.322,Stochastic Estimation and Control,12,2018-2019,Y,,,
16.338,Dynamic Systems and Control,12,,,,Y,
16.343,Spacecraft and Aircraft Sensors and Instrumentation,12,2017-2018,,,Y,
16.346,Astrodynamics,12,2017-2018,,,Y,
16.35,Real-Time Systems and Software,12,,,,Y,
16.355,Concepts in the Engineering of Software,12,,,,Y,
16.36,Communication Systems and Networks,12,,,,Y,
16.363,Communication Systems and Networks,12,,,,Y,
16.37,Data-Communication Networks,12,2017-2018,Y,,,
16.391,Statistics for Engineers and Scientists,12,,Y,,,
16.393,Statistical Communication and Localization Theory,12,,,,Y,
16.395,Principles of Wide Bandwidth Communication,12,2017-2018,Y,,,
16.400,Human Systems Engineering,12,,Y,,,
16.401,Topics in Communication and Software,,,Y,Y,Y,
16.405,Robotics: Science and Systems,12,,,,Y,
16.410,Principles of Autonomy and Decision Making,12,,Y,,,
16.412,Cognitive Robotics,12,,,,Y,
16.413,Principles of Autonomy and Decision Making,12,,Y,,,
16.420,Planning Under Uncertainty,12,2017-2018,Y,,,
16.422,Human Supervisory Control of Automated Systems,12,2018-2019,Y,,,
16.423,Aerospace Biomedical and Life Support Engineering,12,,,,Y,
16.430,Sensory-Neural Systems: Spatial Orientation from End Organs to Behavior and Adaptation,12,2017-2018,,,Y,
16.440,Research Seminar: Human, Remote and Autonomous Systems in Air, Sea, and Space,12,2017-2018,Y,,,
16.453,Human Systems Engineering,12,,Y,,,
16.456,Biomedical Signal and Image Processing,12,,,,Y,
16.459,Bioengineering Journal Article Seminar,2,2017-2018,Y,,Y,
16.470,Statistical Methods in Experimental Design,12,2017-2018,,,Y,
16.475,Human-Computer Interface Design Colloquium,4,2017-2018,Y,,,
16.50,Aerospace Propulsion,12,,,,Y,
16.511,Aircraft Engines and Gas Turbines,12,,Y,,,
16.512,Rocket Propulsion,12,2018-2019,Y,,,
16.522,Space Propulsion,12,2017-2018,Y,,,
16.540,Internal Flows in Turbomachines,12,2017-2018,,,Y,
16.55,Ionized Gases,12,,,,Y,
16.UR,Undergraduate Research,,,Y,Y,Y,Y
16.EPE,UPOP Engineering Practice Experience,0,,Y,,Y,
16.EPW,UPOP Engineering Practice Workshop,1,,Y,Y,,
16.S685,Special Subject in Aeronautics and Astronautics,,,Y,Y,Y,Y
16.S686,Special Subject in Aeronautics and Astronautics,,,Y,Y,Y,Y
16.S688,Special Subject in Aeronautics and Astronautics,,,Y,Y,Y,Y
16.621,Experimental Projects I,6,,Y,,Y,
16.622,Experimental Projects II,12,,Y,,Y,
16.63,System Safety,12,2017-2018,Y,,,
16.64,Flight Measurement Laboratory,6,,,,Y,
16.650,Engineering Leadership Lab,3,,Y,,Y,
16.651,Engineering Leadership,3,,Y,,Y,
16.653,Management in Engineering,12,,Y,,,
16.66,MATLAB Skills for Aeronautics and Astronautics,1,2017-2018,Y,,,
16.662,Engineering Innovation and Design,6,,Y,,Y,
16.667,Engineering Leadership Lab,6,,Y,,Y,
16.669,Project Engineering,3,,,Y,,
16.671,Leading Innovation in Teams,9,2017-2018,,,Y,
16.680,Project in Aeronautics and Astronautics,,,Y,Y,Y,Y
16.681,Topics in Aeronautics and Astronautics,,,Y,Y,Y,Y
16.682,Selected Topics in Aeronautics and Astronautics,,,Y,Y,Y,
16.683,Seminar in Aeronautics and Astronautics,2,2017-2018,Y,Y,Y,
16.687,Selected Topics in Aeronautics and Astronautics,,,Y,Y,Y,Y
16.691,Practicum Experience,,,Y,Y,Y,Y
16.707,The History of Aviation,12,2017-2018,,,Y,
16.71,The Airline Industry,12,,Y,,,
16.715,Aerospace, Energy, and the Environment,12,,Y,,,
16.72,Air Traffic Control,12,2018-2019,Y,,,
16.75,Airline Management,12,2017-2018,,,Y,
16.763,Air Transportation Operations Research,12,2018-2019,,,Y,
16.767,Introduction to Airline Transport Aircraft Systems and Automation,5,,,Y,,
16.781,Planning and Design of Airport Systems,12,2017-2018,Y,,,
16.82,Flight Vehicle Engineering,12,,,,Y,
16.821,Flight Vehicle Development,18,2017-2018,,,Y,
16.83,Space Systems Engineering,12,,Y,,,
16.831,Space Systems Development,18,2018-2019,,,Y,
16.842,Fundamentals of Systems Engineering,6,,Y,,,
16.851,Satellite Engineering,12,,Y,,,
16.855,Systems Architecting Applied to Enterprises,12,,,,Y,
16.861,Engineering Systems Analysis for Design,12,,Y,,,
16.863,System Safety Concepts,12,,Y,,,
16.885,Aircraft Systems Engineering,12,2017-2018,Y,,,
16.886,Air Transportation Systems Architecting,12,,Y,,,
16.888,Multidisciplinary System Design Optimization,12,2017-2018,,,Y,
16.89,Space Systems Engineering,12,2018-2019,,,Y,
16.895,Engineering Apollo: The Moon Project as a Complex System,12,2017-2018,,,Y,
16.90,Computational Modeling and Data Analysis in Aerospace Engineering,12,,,,Y,
16.910,Introduction to Numerical Simulation,12,,Y,,,
16.920,Numerical Methods for Partial Differential Equations,12,,Y,,,
16.930,Advanced Topics in Numerical Methods for Partial Differential Equations,12,2017-2018,,,Y,
16.940,Numerical Methods for Stochastic Modeling and Inference,12,2017-2018,Y,,,
16.THG,Graduate Thesis,,,Y,Y,Y,Y
16.971,Practicum Experience,,,Y,Y,Y,Y
16.980,Advanced Project,,,Y,Y,Y,Y
16.981,Advanced Project,,,Y,,Y,Y
16.984,Seminar,2,,Y,,Y,
16.985,Global Operations Leadership Seminar,,,Y,,Y,
16.990,Leading Creative Teams,9,,Y,,Y,
16.999,Teaching in Aeronautics and Astronautics,,,Y,,Y,
16.S198,Advanced Special Subject in Mechanics and Physics of Fluids,,,Y,Y,Y,
16.S199,Advanced Special Subject in Mechanics and Physics of Fluids,,,Y,,Y,
16.S298,Advanced Special Subject in Materials and Structures,,,Y,Y,Y,
16.S299,Advanced Special Subject in Materials and Structures,,,Y,,,
16.S398,Advanced Special Subject in Information and Control,,,Y,Y,Y,
16.S399,Advanced Special Subject in Information and Control,,,Y,,Y,
16.S498,Advanced Special Subject in Humans and Automation,,,Y,Y,Y,
16.S499,Advanced Special Subject in Humans and Automation,,,Y,,Y,
16.S598,Advanced Special Subject in Propulsion and Energy Conversion,,,Y,Y,Y,
16.S599,Advanced Special Subject in Propulsion and Energy Conversion,,,Y,,Y,
16.S798,Advanced Special Subject in Flight Transportation,,,Y,Y,Y,
16.S799,Advanced Special Subject in Flight Transportation,,,Y,,Y,
16.S890,Advanced Special Subject in Aerospace Systems,,,Y,Y,Y,
16.S893,Advanced Special Subject in Aerospace Systems,,,Y,Y,Y,
16.S896,Advanced Special Subject in Aerospace Systems,,,,,Y,
16.S897,Advanced Special Subject in Aerospace Systems,,,Y,Y,Y,
16.S898,Advanced Special Subject in Aerospace Systems,,,Y,Y,Y,
16.S899,Advanced Special Subject in Aerospace Systems,,,Y,,Y,
16.S948,Advanced Special Subject in Computation,,,Y,Y,Y,
16.S949,Advanced Special Subject in Computation,,,Y,,Y,
16.S982,Advanced Special Subject,,,,,Y,
16.S983,Advanced Special Subject,,,Y,Y,Y,
17.000,Political Philosophy,12,2018-2019,Y,,,
17.006,Feminist Thought,12,,Y,,,
17.007,Feminist Thought,12,,Y,,,
17.01,Justice,12,,,,Y,
17.021,Philosophy of Law,12,2017-2018,,,Y,
17.03,Introduction to Political Thought,12,2017-2018,,,Y,
17.035,Libertarianism in History,12,,,,Y,
17.04,Modern Conceptions of Freedom,12,2017-2018,,,Y,
17.05,Humane Warfare:  Ancient and Medieval Perspectives on Ethics in War,12,2018-2019,,,Y,
17.051,Ethics of Energy Policy,12,,Y,,,
17.100,Political Economy I: Theories of the State and the Economy,12,,,,Y,
17.115,International Political Economy,12,2017-2018,,,Y,
17.150,The American Political Economy in Comparative Perspective,12,2017-2018,,,Y,
17.154,Varieties of Capitalism and Social Inequality,12,2018-2019,Y,,,
17.156,Welfare and Capitalism in Western Europe,12,,,,Y,
17.172,Institutionalism and Institutional Change,12,2018-2019,Y,,,
17.176,Economic Development and Policy Analysis,12,,Y,,,
17.178,Political Economy of Institutions and Development,12,2018-2019,Y,,,
17.181,Sustainability: Political Economy, Science, and Policy,12,,Y,,,
17.182,Sustainability: Political Economy, Science, and Policy,12,,Y,,,
17.195,Globalization,12,,,,Y,
17.196,Globalization,12,,,,Y,
17.198,Current Topics in Comparative Political Economy,12,,,,Y,
17.20,Introduction to the American Political Process,12,,Y,,,
17.200,American Political Behavior I,12,,Y,,,
17.202,American Political Institutions,12,,,,Y,
17.210,American Political Behavior II,12,2018-2019,,,Y,
17.245,Constitutional Law: Structures of Power and Individual Rights,12,,,,Y,
17.251,Congress and the American Political System I,12,2017-2018,Y,,,
17.252,Congress and the American Political System I,12,2017-2018,Y,,,
17.261,Congress and the American Political System II,12,2017-2018,,,Y,
17.262,Congress and the American Political System II,12,2017-2018,,,Y,
17.263,Electoral Politics, Public Opinion, and Democracy,12,2018-2019,Y,,,
17.264,Electoral Politics,12,,Y,,,
17.265,Public Opinion and American Democracy,12,,,,Y,
17.266,Public Opinion,12,,,,Y,
17.267,Democracy in America,12,2017-2018,Y,,,
17.269,Race, Ethnicity, and American Politics,12,2018-2019,,,Y,
17.270,American Political Development,12,2017-2018,Y,,,
17.275,Public Opinion Research Design and Training Seminar,12,2018-2019,Y,,,
17.276,Public Opinion Research Training Lab,12,,Y,,,
17.28,The War at Home: American Politics and Society in Wartime,12,2017-2018,,,Y,
17.30,Making Public Policy,12,,Y,,,
17.303,Methods of Policy Analysis,12,2018-2019,,,Y,
17.307,American Public Policy for Washington Interns,12,,Y,,Y,
17.309,Science, Technology, and Public Policy,12,,Y,,,
17.310,Science, Technology, and Public Policy,12,,Y,,,
17.315,Health Policy,12,2018-2019,,,Y,
17.317,US Social Policy,12,2017-2018,,,Y,
17.320,Social Policy,12,,,,Y,
17.381,The Art and Science of Negotiation: Advanced Applications,12,,,,Y,
17.391,Human Rights at Home and Abroad,12,2018-2019,Y,,,
17.393,Environmental Law, Policy, and Economics: Pollution Prevention and Control,12,,Y,,,
17.395,Innovation Systems for Science, Technology, Energy, Manufacturing, and Health,9,2018-2019,,,Y,
17.397,Energy Decisions, Markets, and Policies,12,2017-2018,Y,,,
17.399,Global Energy: Politics, Markets, and Policy,12,,,,Y,
17.40,American Foreign Policy: Past, Present, and Future,12,,Y,,,
17.401,History of International Politics in the Modern World,12,,,,Y,
17.407,Chinese Foreign Policy,12,,,,Y,
17.408,Chinese Foreign Policy,12,2018-2019,,,Y,
17.41,Introduction to International Relations,12,,,,Y,
17.410,Globalization, Migration, and International Relations,12,,,,Y,
17.411,Globalization, Migration, and International Relations,12,,,,Y,
17.418,Field Seminar in International Relations Theory,12,,Y,,,
17.42,Causes and Prevention of War,12,,,,Y,
17.420,Advances in International Relations Theory,12,,Y,,,
17.424,International Political Economy of Advanced Industrial Societies,12,,,,Y,
17.426,Empirical Models in International Relations,12,2017-2018,,,Y,
17.428,American Foreign Policy: Theory and Method,12,2017-2018,,,Y,
17.430,Research Seminar in International Relations,12,,,,Y,
17.432,Causes of War: Theory and Method,12,2017-2018,,,Y,
17.433,International Relations of East Asia,12,2017-2018,,,Y,
17.434,International Relations of East Asia,12,2017-2018,,,Y,
17.436,Territorial Conflict,12,,,,Y,
17.445,International Relations Theory in the Cyber Age,12,,Y,,,
17.446,International Relations Theory in the Cyber Age,12,,Y,,,
17.447,Cybersecurity,12,2018-2019,,,Y,
17.448,Cybersecurity,12,2018-2019,,,Y,
17.450,History, Strategy, and Statecraft: Historical Methods for International Relations,12,,,,Y,
17.468,Foundations of Security Studies,12,2017-2018,Y,,,
17.473,The Politics of Nuclear Proliferation,12,2017-2018,,,Y,
17.474,Nuclear Weapons and International Security,12,2017-2018,Y,,,
17.478,Great Power Military Intervention,12,2018-2019,Y,,,
17.480,Understanding Modern Military Operations,12,,,,Y,
17.482,US Military Power,12,,,,Y,
17.483,US Military Power,12,,,,Y,
17.484,Comparative Grand Strategy and Military Doctrine,12,2017-2018,Y,,,
17.486,Japan and East Asian Security,12,2017-2018,Y,,,
17.50,Introduction to Comparative Politics,12,,Y,,,
17.506,Ethnic Politics,12,2017-2018,,,Y,
17.509,Social Movements in Comparative Perspective,12,,,,Y,
17.515,Comparative Electoral Politics,12,,,,Y,
17.516,Transitional Justice,12,,,,Y,
17.523,Ethnic Conflict in World Politics,12,,Y,,,
17.524,State, Society, and Political Behavior in Developing Contexts,12,2017-2018,Y,,,
17.53,The Rise of Asia,12,,,,Y,
17.537,Politics and Policy in Contemporary Japan,12,2017-2018,Y,,,
17.538,Politics and Policy in Contemporary Japan,12,2017-2018,Y,,,
17.55,Introduction to Latin American Studies,12,,,,Y,
17.56,The Politics of Crime and Policing,12,2017-2018,Y,,,
17.561,European Politics,12,2018-2019,,,Y,
17.565,Israel: History, Politics, Culture, and Identity,12,2018-2019,,,Y,
17.567,Israel: History, Politics, Culture, and Identity,9,,,Y,,
17.568,Comparative Politics and International Relations of the Middle East,12,2017-2018,,,Y,
17.569,Russia's Foreign Policy: Toward the Post-Soviet States and Beyond,12,,,,Y,
17.57,Soviet and Post-Soviet Politics and Society: 1917 to the Present,12,2017-2018,,,Y,
17.571,Engineering Democratic Development in Africa,12,2018-2019,,,Y,
17.572,African Politics,12,2017-2018,,,Y,
17.578,Elections and Political Representation in the Developing World,12,2017-2018,,,Y,
17.581,Riots, Rebellions, Revolutions,12,2018-2019,,,Y,
17.582,Civil War,12,2017-2018,Y,,,
17.584,Civil-Military Relations,12,2018-2019,,,Y,
17.588,Field Seminar in Comparative Politics,12,,,,Y,
17.590,State Building,12,2018-2019,Y,,,
17.591,Research Seminar in Applied International Studies,12,,,,Y,
17.800,Quantitative Research Methods I: Regression,12,,Y,,,
17.801,Political Science Scope and Methods,12,,Y,,,
17.802,Quantitative Research Methods II: Causal Inference,12,,,,Y,
17.803,Political Science Laboratory,15,,,,Y,
17.804,Quantitative Research Methods III: Generalized Linear Models and Extensions,12,,Y,,,
17.806,Quantitative Research Methods IV: Advanced Topics,12,,,,Y,
17.810,Game Theory and Political Theory,12,2018-2019,Y,,,
17.811,Game Theory and Political Theory,12,2018-2019,Y,,,
17.830,Empirical Methods in Political Economy,12,2017-2018,Y,,,
17.831,Data and Politics,12,2017-2018,Y,,,
17.835,Machine Learning and Data Science in Politics,12,2018-2019,,,Y,
17.850,Political Science Scope and Methods,12,,Y,,,
17.878,Qualitative Research: Design and Methods,12,2018-2019,,,Y,
17.UR,Undergraduate Research,,,Y,Y,Y,Y
17.URG,Undergraduate Research,,,Y,Y,Y,Y
17.901,Political Science Internship and Research,,,Y,Y,Y,Y
17.902,Political Science Internship and Research,,,Y,Y,Y,Y
17.903,Community Service: Experience and Reflection,,,Y,Y,Y,Y
17.905,Reading Seminar in Social Science,,,Y,Y,Y,Y
17.906,Reading Seminar in Social Science,,,Y,Y,Y,Y
17.907,Reading Seminar in Social Science,,,Y,Y,Y,Y
17.908,Reading Seminar in Social Science,,,Y,Y,Y,Y
17.909,Reading Seminar in Social Science,,,Y,Y,Y,Y
17.910,Reading Seminar in Social Science,,,Y,Y,Y,Y
17.911,Reading Seminar in Social Science,,,Y,Y,Y,Y
17.922,Martin Luther King, Jr. Design Seminar,12,,,Y,,
17.923,Martin Luther King, Jr. Design Seminar for Facilitators/Teachers,12,,,Y,,
17.925,Fundamentals of Science and Technology Public Policy Making: Science and Technology Policy Boot Camp,,,,Y,,
17.959,Preparation for General Exams,,,Y,,,Y
17.954,Reading Seminar in Social Science,,,Y,,Y,Y
17.955,Reading Seminar in Social Science,,,Y,,Y,Y
17.956,Reading Seminar in Social Science,,,Y,,Y,Y
17.957,Reading Seminar in Social Science,,,Y,,Y,Y
17.958,Reading Seminar in Social Science,,,Y,,Y,Y
17.960,Reading Seminar in Social Science,,,Y,,Y,Y
